customer_id,recency,frequency,monetary,Segment
CS7215,11/3/2014,20,827,P2
CS7216,10/28/2014,21,901,P2
CS7217,12/29/2014,13,547,P2
CS7218,2/7/2015,18,825,P2
CS7219,3/12/2015,13,555,P2
CS7220,2/24/2015,7,331,P2
CS7221,9/26/2014,12,488,P2
CS7222,1/30/2015,13,559,P2
CS7223,1/8/2015,13,667,P2
CS7224,11/21/2014,4,191,P2
CS7225,1/28/2015,10,465,P2
CS7226,9/6/2014,12,435,P2
CS7227,2/19/2015,19,1001,P0
CS7228,10/29/2013,10,505,P2
CS7229,12/31/2014,12,638,P2
CS7230,3/11/2015,15,753,P2
CS7231,10/13/2014,16,796,P2
CS7232,9/1/2014,12,498,P2
CS7233,11/6/2014,13,656,P2
CS7234,3/12/2015,17,566,P2
CS7235,10/24/2014,13,663,P2
CS7236,2/2/2015,16,538,P2
CS7237,8/8/2014,18,840,P2
CS7238,2/7/2015,16,653,P2
CS7239,7/7/2014,7,438,P2
CS7240,12/28/2014,21,787,P2
CS7241,2/16/2015,18,785,P2
CS7242,6/15/2014,7,353,P2
CS7243,2/6/2015,11,493,P2
CS7244,10/26/2014,17,767,P2
CS7245,12/6/2014,12,512,P2
CS7246,3/24/2014,8,389,P2
CS7247,2/3/2015,19,894,P2
CS7248,3/7/2015,11,394,P2
CS7249,8/19/2014,14,626,P2
CS7250,12/25/2014,18,721,P2
CS7251,3/14/2015,12,617,P2
CS7252,9/16/2014,9,413,P2
CS7253,2/11/2014,10,503,P2
CS7254,11/14/2014,13,636,P2
CS7255,1/8/2015,21,821,P2
CS7256,8/15/2014,11,362,P2
CS7257,2/19/2015,8,427,P2
CS7258,4/15/2014,12,519,P2
CS7259,9/25/2014,13,692,P2
CS7260,7/29/2014,19,822,P2
CS7261,12/19/2014,16,700,P2
CS7262,9/20/2014,13,572,P2
CS7263,3/13/2015,11,501,P2
CS7264,2/6/2015,8,400,P2
CS7265,1/24/2015,11,372,P2
CS7266,9/11/2014,9,296,P2
CS7267,8/6/2014,16,823,P2
CS7268,11/13/2014,17,899,P2
CS7269,1/7/2015,13,562,P2
CS7270,1/24/2015,19,894,P2
CS7271,2/9/2015,16,632,P2
CS7272,7/22/2014,14,640,P2
CS7273,2/17/2015,13,760,P2
CS7274,3/11/2015,13,690,P2
CS7275,12/6/2014,10,480,P2
CS7276,2/17/2015,16,760,P2
CS7277,12/18/2014,13,544,P2
CS7278,6/6/2014,14,706,P2
CS7279,1/11/2015,15,669,P2
CS7280,10/23/2014,14,628,P2
CS7281,3/4/2015,13,550,P2
CS7282,9/14/2014,8,357,P2
CS7283,1/8/2015,12,591,P2
CS7284,12/9/2014,19,900,P2
CS7285,1/6/2015,14,551,P2
CS7286,1/7/2015,12,449,P2
CS7287,3/27/2014,15,704,P2
CS7288,7/8/2014,10,404,P2
CS7289,2/11/2015,10,376,P2
CS7290,12/10/2014,14,704,P2
CS7291,3/16/2015,12,543,P2
CS7292,2/23/2015,11,382,P2
CS7293,1/1/2015,17,670,P2
CS7294,2/10/2015,23,1078,P0
CS7295,3/13/2015,15,788,P2
CS7296,3/4/2015,14,698,P2
CS7298,1/31/2015,14,685,P2
CS7299,12/6/2014,15,735,P2
CS7300,12/8/2014,13,633,P2
CS7301,2/19/2015,14,722,P2
CS7302,2/14/2015,15,649,P2
CS7303,2/2/2015,18,971,P2
CS7304,12/27/2014,11,473,P2
CS7305,12/1/2014,13,585,P2
CS7306,3/12/2015,9,370,P2
CS7307,6/9/2013,11,516,P2
CS7308,2/26/2015,17,760,P2
CS7309,1/11/2015,8,452,P2
CS7310,11/16/2014,8,300,P2
CS7311,2/10/2015,9,421,P2
CS7312,2/26/2015,7,374,P2
CS7313,3/5/2015,15,704,P2
CS7314,10/13/2013,8,354,P2
CS7315,11/3/2014,12,516,P2
CS7316,2/15/2015,21,1165,P0
CS7317,8/20/2014,9,488,P2
CS7318,2/28/2015,16,680,P2
CS7319,12/18/2014,14,614,P2
CS7320,9/11/2014,10,441,P2
CS7321,2/22/2015,12,411,P2
CS7322,8/26/2014,16,714,P2
CS7323,11/11/2014,17,673,P2
CS7324,8/20/2014,19,782,P2
CS7325,8/25/2014,15,840,P2
CS7326,2/20/2015,14,609,P2
CS7327,1/23/2015,16,782,P2
CS7328,8/10/2014,11,447,P2
CS7329,11/14/2014,11,539,P2
CS7330,2/17/2015,18,665,P2
CS7331,3/6/2015,13,660,P2
CS7332,11/6/2014,23,1108,P0
CS7333,9/16/2014,4,149,P2
CS7334,8/2/2014,17,780,P2
CS7335,11/15/2014,9,432,P2
CS7336,7/14/2014,18,743,P2
CS7337,2/8/2015,20,753,P2
CS7338,2/25/2015,11,494,P2
CS7339,1/16/2015,18,720,P2
CS7340,6/20/2014,14,566,P2
CS7341,1/7/2015,9,315,P2
CS7342,2/15/2015,13,536,P2
CS7343,1/8/2015,14,713,P2
CS7344,2/20/2015,17,819,P2
CS7345,12/6/2014,10,343,P2
CS7346,9/30/2014,10,527,P2
CS7347,3/12/2015,21,982,P2
CS7348,1/3/2015,13,676,P2
CS7349,2/28/2015,8,497,P2
CS7350,3/24/2014,17,841,P2
CS7351,9/17/2014,13,648,P2
CS7352,2/4/2015,16,663,P2
CS7353,8/1/2014,14,535,P2
CS7354,12/12/2013,13,718,P2
CS7355,12/31/2014,14,695,P2
CS7356,12/26/2014,14,539,P2
CS7357,10/14/2014,15,568,P2
CS7358,3/5/2015,6,279,P2
CS7359,1/19/2015,11,479,P2
CS7360,2/2/2015,13,545,P2
CS7361,2/27/2015,13,460,P2
CS7362,3/10/2015,16,680,P2
CS7363,8/27/2014,20,846,P2
CS7364,1/9/2015,21,912,P2
CS7365,2/27/2015,15,708,P2
CS7366,2/9/2015,17,783,P2
CS7367,12/24/2014,16,762,P2
CS7368,3/12/2015,11,430,P2
CS7369,1/29/2015,19,909,P2
CS7370,8/9/2014,17,775,P2
CS7371,6/27/2014,12,518,P2
CS7372,6/11/2014,14,670,P2
CS7373,11/25/2014,16,778,P2
CS7374,10/3/2014,13,507,P2
CS7375,11/9/2014,13,617,P2
CS7376,12/26/2014,19,836,P2
CS7377,2/17/2014,11,409,P2
CS7378,2/19/2015,18,750,P2
CS7379,10/31/2014,13,628,P2
CS7380,2/28/2015,16,840,P2
CS7381,2/13/2014,16,833,P2
CS7382,1/28/2015,20,974,P2
CS7383,11/21/2014,17,534,P2
CS7384,3/4/2015,12,566,P2
CS7385,3/11/2015,13,625,P2
CS7386,1/4/2015,9,491,P2
CS7387,11/9/2014,13,467,P2
CS7388,1/30/2015,13,451,P2
CS7389,2/25/2015,14,459,P2
CS7390,1/31/2015,13,599,P2
CS7391,3/12/2015,15,660,P2
CS7392,1/1/2015,13,517,P2
CS7393,12/7/2014,13,441,P2
CS7394,3/11/2015,25,1198,P0
CS7395,1/9/2015,14,485,P2
CS7396,2/4/2015,16,669,P2
CS7397,10/1/2014,19,880,P2
CS7398,2/15/2015,15,766,P2
CS7399,2/21/2015,17,576,P2
CS7400,12/30/2014,14,572,P2
CS7401,3/2/2015,17,647,P2
CS7402,2/14/2015,15,691,P2
CS7403,2/1/2015,14,729,P2
CS7404,1/25/2015,22,1021,P0
CS7405,2/25/2015,19,804,P2
CS7406,9/23/2014,19,854,P2
CS7407,3/3/2015,21,736,P2
CS7408,7/18/2014,11,549,P2
CS7409,12/20/2014,16,757,P2
CS7410,1/16/2015,12,585,P2
CS7411,5/2/2014,10,428,P2
CS7412,3/1/2015,10,413,P2
CS7414,10/14/2014,14,629,P2
CS7415,1/1/2015,16,633,P2
CS7416,10/14/2014,15,784,P2
CS7417,1/25/2015,11,513,P2
CS7418,7/6/2014,8,432,P2
CS7419,3/16/2015,18,836,P2
CS7420,12/25/2014,18,825,P2
CS7421,1/16/2015,17,736,P2
CS7422,3/11/2015,10,518,P2
CS7423,1/20/2015,15,609,P2
CS7424,3/6/2015,15,465,P2
CS7425,1/4/2015,12,463,P2
CS7426,2/23/2015,15,769,P2
CS7427,3/9/2015,10,470,P2
CS7428,12/21/2014,18,878,P2
CS7429,11/4/2014,6,223,P2
CS7430,10/22/2014,13,556,P2
CS7431,3/4/2015,12,563,P2
CS7432,3/13/2015,12,469,P2
CS7433,12/22/2014,9,358,P2
CS7434,2/27/2015,15,619,P2
CS7435,1/29/2015,16,724,P2
CS7436,1/16/2015,9,448,P2
CS7437,2/16/2015,10,541,P2
CS7438,2/8/2015,12,628,P2
CS7439,7/19/2014,11,537,P2
CS7440,12/5/2014,13,597,P2
CS7441,11/26/2014,12,419,P2
CS7442,3/8/2015,13,659,P2
CS7443,1/22/2015,16,516,P2
CS7444,2/9/2015,11,409,P2
CS7445,12/13/2014,19,805,P2
CS7446,3/3/2015,11,502,P2
CS7447,3/11/2015,10,365,P2
CS7448,9/23/2014,7,381,P2
CS7449,3/14/2015,14,561,P2
CS7450,11/30/2014,11,451,P2
CS7451,2/24/2015,12,470,P2
CS7452,8/30/2014,12,535,P2
CS7453,11/4/2014,11,532,P2
CS7454,2/24/2015,12,571,P2
CS7455,4/9/2014,12,530,P2
CS7456,2/21/2014,11,477,P2
CS7457,12/15/2014,11,403,P2
CS7458,3/11/2015,14,553,P2
CS7459,11/12/2014,15,608,P2
CS7460,2/3/2015,12,587,P2
CS7461,2/17/2015,15,619,P2
CS7462,10/21/2014,13,505,P2
CS7463,11/8/2014,19,744,P2
CS7464,7/23/2014,15,688,P2
CS7465,3/14/2015,16,663,P2
CS7466,2/22/2015,12,520,P2
CS7467,8/10/2014,14,613,P2
CS7468,3/7/2015,19,729,P2
CS7469,3/7/2015,13,533,P2
CS7470,1/23/2015,14,731,P2
CS7471,3/3/2014,14,752,P2
CS7472,3/8/2015,16,866,P2
CS7473,8/3/2014,14,611,P2
CS7474,10/30/2014,17,680,P2
CS7475,1/20/2015,11,474,P2
CS7476,12/29/2014,12,516,P2
CS7477,8/10/2014,13,517,P2
CS7478,12/16/2014,12,456,P2
CS7479,2/22/2014,6,304,P2
CS7480,12/24/2014,12,541,P2
CS7481,12/23/2013,10,417,P2
CS7482,2/8/2015,7,280,P2
CS7483,11/26/2014,15,606,P2
CS7484,11/14/2014,10,432,P2
CS7485,2/22/2015,13,705,P2
CS7486,7/27/2014,8,318,P2
CS7487,2/16/2015,5,298,P2
CS7488,3/3/2015,16,764,P2
CS7489,2/11/2015,9,372,P2
CS7490,2/21/2015,16,701,P2
CS7491,12/19/2014,10,545,P2
CS7492,2/7/2015,18,821,P2
CS7493,1/1/2015,13,630,P2
CS7494,10/28/2014,16,584,P2
CS7495,2/26/2015,10,513,P2
CS7496,2/21/2015,12,518,P2
CS7497,3/9/2015,14,710,P2
CS7498,1/19/2015,15,632,P2
CS7499,1/30/2015,18,791,P2
CS7500,10/3/2014,13,543,P2
CS7501,2/9/2015,17,665,P2
CS7502,3/11/2015,18,813,P2
CS7503,3/15/2015,15,677,P2
CS7504,9/18/2014,8,417,P2
CS7505,1/23/2015,15,699,P2
CS7506,12/30/2014,10,415,P2
CS7507,2/25/2015,13,557,P2
CS7508,8/20/2014,18,809,P2
CS7509,10/21/2014,10,456,P2
CS7510,11/22/2014,16,623,P2
CS7511,1/25/2015,10,540,P2
CS7512,5/22/2014,14,615,P2
CS7513,11/30/2014,15,622,P2
CS7514,9/12/2014,10,484,P2
CS7515,3/2/2015,15,760,P2
CS7516,9/24/2014,13,594,P2
CS7517,12/21/2014,11,374,P2
CS7518,11/12/2014,16,747,P2
CS7519,3/5/2015,10,558,P2
CS7520,3/13/2015,13,661,P2
CS7521,9/3/2014,6,197,P2
CS7522,12/10/2014,10,434,P2
CS7523,3/3/2014,10,500,P2
CS7524,7/19/2014,8,311,P2
CS7525,2/17/2015,14,566,P2
CS7526,1/15/2015,14,594,P2
CS7527,3/3/2015,13,581,P2
CS7528,3/2/2015,14,586,P2
CS7529,1/5/2015,10,492,P2
CS7530,7/8/2014,8,358,P2
CS7531,9/19/2014,11,482,P2
CS7532,6/6/2014,12,544,P2
CS7533,2/1/2015,19,813,P2
CS7534,11/23/2014,11,454,P2
CS7535,12/23/2014,15,825,P2
CS7536,9/28/2014,8,350,P2
CS7537,3/11/2015,15,688,P2
CS7538,10/8/2014,16,735,P2
CS7539,2/19/2015,12,528,P2
CS7540,12/9/2014,12,617,P2
CS7541,10/26/2014,20,900,P2
CS7542,2/22/2014,20,828,P2
CS7543,3/15/2015,6,251,P2
CS7544,1/22/2015,18,734,P2
CS7545,2/22/2015,19,876,P2
CS7546,8/29/2014,17,818,P2
CS7547,2/19/2015,13,662,P2
CS7548,2/27/2015,17,784,P2
CS7549,2/19/2015,10,416,P2
CS7550,12/15/2014,12,530,P2
CS7551,6/29/2014,10,433,P2
CS7552,2/14/2015,15,810,P2
CS7553,9/10/2014,12,409,P2
CS7554,1/22/2014,16,688,P2
CS7555,1/13/2015,18,736,P2
CS7556,2/22/2015,6,202,P2
CS7557,1/14/2015,15,573,P2
CS7558,12/14/2014,18,701,P2
CS7559,3/10/2015,14,565,P2
CS7560,10/5/2014,11,459,P2
CS7561,10/20/2014,10,500,P2
CS7562,9/16/2013,8,401,P2
CS7563,2/5/2014,13,580,P2
CS7564,2/26/2015,9,444,P2
CS7565,11/16/2014,9,544,P2
CS7566,9/7/2014,17,758,P2
CS7567,2/23/2015,12,492,P2
CS7568,2/11/2015,16,684,P2
CS7569,12/20/2014,9,478,P2
CS7570,12/4/2014,16,754,P2
CS7571,12/1/2014,10,490,P2
CS7572,2/10/2015,8,269,P2
CS7573,1/1/2015,15,712,P2
CS7574,3/9/2015,12,594,P2
CS7575,1/18/2015,19,848,P2
CS7576,12/13/2014,9,369,P2
CS7577,2/25/2015,15,622,P2
CS7578,12/18/2014,12,440,P2
CS7579,2/18/2015,16,634,P2
CS7580,9/7/2014,26,1145,P0
CS7581,2/7/2015,21,977,P2
CS7582,2/26/2015,15,616,P2
CS7583,2/15/2015,17,848,P2
CS7584,3/2/2015,15,799,P2
CS7585,12/13/2014,12,578,P2
CS7586,8/20/2014,13,544,P2
CS7587,2/7/2015,21,997,P2
CS7588,3/7/2015,17,640,P2
CS7589,3/1/2015,10,283,P2
CS7590,10/13/2014,13,541,P2
CS7591,10/13/2014,14,759,P2
CS7592,2/10/2015,12,522,P2
CS7593,2/20/2015,12,492,P2
CS7594,12/25/2014,9,409,P2
CS7595,2/22/2014,7,333,P2
CS7596,7/8/2014,8,358,P2
CS7597,1/9/2015,13,653,P2
CS7598,10/21/2014,14,693,P2
CS7599,1/18/2015,7,370,P2
CS7600,12/25/2014,16,667,P2
CS7601,12/27/2014,18,794,P2
CS7602,2/18/2015,11,513,P2
CS7603,11/11/2014,12,579,P2
CS7604,3/1/2015,17,790,P2
CS7605,2/28/2015,21,969,P2
CS7606,11/11/2013,7,332,P2
CS7607,1/14/2015,13,643,P2
CS7608,1/26/2015,10,452,P2
CS7609,10/30/2014,16,805,P2
CS7610,2/12/2015,12,475,P2
CS7611,6/8/2014,16,710,P2
CS7612,2/25/2015,18,840,P2
CS7613,11/9/2014,15,779,P2
CS7614,2/1/2015,16,739,P2
CS7615,3/13/2015,10,481,P2
CS7616,3/6/2015,14,660,P2
CS7617,12/2/2014,17,869,P2
CS7618,6/3/2014,8,454,P2
CS7619,3/5/2015,14,486,P2
CS7620,9/13/2013,10,439,P2
CS7621,2/23/2015,19,971,P2
CS7622,3/16/2015,11,558,P2
CS7623,2/28/2015,17,723,P2
CS7624,2/5/2015,21,802,P2
CS7625,3/11/2015,10,470,P2
CS7626,1/14/2015,8,275,P2
CS7627,12/29/2014,6,195,P2
CS7628,2/19/2015,13,503,P2
CS7629,3/13/2015,14,566,P2
CS7630,1/29/2015,13,603,P2
CS7631,11/23/2014,10,518,P2
CS7632,2/26/2015,11,534,P2
CS7633,2/26/2015,20,973,P2
CS7634,3/2/2015,10,549,P2
CS7635,12/10/2014,18,806,P2
CS7636,1/7/2015,11,311,P2
CS7637,2/22/2015,15,705,P2
CS7639,2/2/2015,16,741,P2
CS7640,1/15/2015,13,552,P2
CS7641,3/8/2015,14,622,P2
CS7642,2/10/2015,14,573,P2
CS7643,2/22/2015,16,867,P2
CS7644,7/20/2014,12,471,P2
CS7645,7/9/2014,15,615,P2
CS7646,6/29/2013,9,371,P2
CS7647,8/20/2014,14,526,P2
CS7648,11/20/2014,15,763,P2
CS7649,1/27/2015,12,626,P2
CS7650,7/15/2014,13,771,P2
CS7651,12/2/2014,7,265,P2
CS7652,12/2/2014,15,543,P2
CS7653,9/12/2014,15,682,P2
CS7654,12/16/2014,15,710,P2
CS7655,2/16/2015,9,423,P2
CS7656,1/21/2015,10,491,P2
CS7657,11/11/2014,13,577,P2
CS7658,2/15/2015,15,627,P2
CS7659,2/1/2015,9,323,P2
CS7660,2/24/2015,18,918,P2
CS7661,2/17/2015,18,788,P2
CS7662,2/22/2015,12,569,P2
CS7663,11/29/2014,18,881,P2
CS7664,3/3/2015,21,896,P2
CS7665,10/12/2014,10,442,P2
CS7666,1/25/2015,11,514,P2
CS7667,1/2/2015,15,636,P2
CS7668,1/26/2015,10,314,P2
CS7669,3/1/2015,12,595,P2
CS7670,5/7/2013,9,352,P2
CS7671,12/22/2014,14,644,P2
CS7672,11/5/2014,9,517,P2
CS7673,12/7/2014,17,815,P2
CS7674,1/21/2015,14,572,P2
CS7675,1/4/2015,17,751,P2
CS7676,9/26/2014,21,813,P2
CS7677,11/13/2014,14,417,P2
CS7678,12/31/2014,15,601,P2
CS7679,3/9/2015,18,853,P2
CS7680,1/27/2015,12,412,P2
CS7681,11/23/2014,15,721,P2
CS7682,9/23/2014,10,469,P2
CS7683,3/2/2015,12,537,P2
CS7684,11/4/2014,10,475,P2
CS7685,6/6/2014,12,531,P2
CS7686,12/21/2014,11,391,P2
CS7687,2/20/2015,13,511,P2
CS7688,7/31/2014,12,448,P2
CS7689,1/1/2015,11,401,P2
CS7690,10/7/2014,8,373,P2
CS7691,12/14/2014,11,497,P2
CS7692,3/15/2015,16,650,P2
CS7693,10/28/2014,10,347,P2
CS7694,1/10/2015,12,576,P2
CS7695,11/4/2014,19,844,P2
CS7696,10/7/2014,12,593,P2
CS7697,11/29/2014,8,420,P2
CS7698,3/11/2015,15,622,P2
CS7699,2/28/2015,10,374,P2
CS7700,5/29/2014,13,564,P2
CS7701,9/19/2014,16,690,P2
CS7702,2/18/2015,14,517,P2
CS7703,1/6/2015,11,422,P2
CS7704,10/15/2014,13,509,P2
CS7705,12/28/2014,12,448,P2
CS7706,11/16/2014,10,518,P2
CS7707,11/29/2014,14,652,P2
CS7708,10/15/2014,16,626,P2
CS7709,10/8/2014,16,629,P2
CS7710,1/26/2014,16,718,P2
CS7711,12/21/2014,13,467,P2
CS7712,11/7/2014,12,453,P2
CS7713,12/27/2014,14,626,P2
CS7714,3/16/2015,11,526,P2
CS7715,1/28/2015,12,590,P2
CS7716,3/29/2014,4,221,P2
CS7717,1/26/2015,8,489,P2
CS7718,12/29/2014,12,495,P2
CS7719,4/3/2014,13,657,P2
CS7720,3/16/2015,10,540,P2
CS7721,1/31/2015,18,919,P2
CS7722,1/23/2015,11,512,P2
CS7723,2/9/2015,10,505,P2
CS7724,2/15/2015,11,419,P2
CS7725,1/15/2015,17,707,P2
CS7726,1/25/2015,18,740,P2
CS7727,3/5/2015,16,683,P2
CS7728,11/6/2014,15,582,P2
CS7729,3/3/2015,17,848,P2
CS7730,11/5/2014,14,624,P2
CS7731,3/2/2015,10,463,P2
CS7732,4/25/2014,9,476,P2
CS7733,11/6/2014,16,570,P2
CS7734,9/7/2014,11,570,P2
CS7735,3/3/2015,12,524,P2
CS7736,11/6/2014,11,535,P2
CS7737,11/29/2014,16,749,P2
CS7738,2/9/2015,13,437,P2
CS7739,1/27/2015,13,598,P2
CS7740,2/5/2015,19,800,P2
CS7741,10/20/2014,13,575,P2
CS7742,1/5/2015,14,660,P2
CS7743,7/29/2014,10,443,P2
CS7744,3/3/2015,9,476,P2
CS7745,2/20/2015,16,601,P2
CS7746,6/10/2014,17,872,P2
CS7747,12/13/2014,12,541,P2
CS7748,3/14/2015,17,853,P2
CS7749,2/27/2015,15,716,P2
CS7750,12/25/2014,18,939,P2
CS7751,1/26/2015,16,822,P2
CS7752,2/27/2015,18,688,P2
CS7753,12/20/2014,12,467,P2
CS7754,12/28/2014,10,447,P2
CS7755,12/20/2014,13,660,P2
CS7756,6/6/2014,11,642,P2
CS7757,12/26/2014,22,1081,P0
CS7758,1/10/2015,15,680,P2
CS7759,11/29/2014,16,770,P2
CS7760,1/13/2015,13,503,P2
CS7761,3/20/2014,10,396,P2
CS7762,12/14/2014,9,367,P2
CS7763,2/16/2015,16,622,P2
CS7764,2/9/2015,12,528,P2
CS7765,12/22/2014,10,410,P2
CS7766,11/16/2014,16,746,P2
CS7767,12/8/2014,16,696,P2
CS7768,12/3/2014,17,660,P2
CS7769,9/17/2014,14,618,P2
CS7770,11/19/2014,17,732,P2
CS7771,10/31/2014,13,531,P2
CS7772,1/22/2015,11,501,P2
CS7773,9/5/2014,18,799,P2
CS7774,3/12/2015,20,755,P2
CS7775,6/30/2014,9,396,P2
CS7776,5/3/2014,19,894,P2
CS7777,10/27/2014,9,421,P2
CS7778,2/13/2015,12,514,P2
CS7779,1/2/2014,11,496,P2
CS7780,2/3/2015,10,473,P2
CS7781,9/8/2014,18,726,P2
CS7782,12/30/2014,12,654,P2
CS7783,11/22/2014,11,630,P2
CS7784,11/17/2014,10,453,P2
CS7785,2/26/2015,19,866,P2
CS7786,10/7/2014,18,781,P2
CS7787,11/21/2014,12,766,P2
CS7788,10/8/2014,16,611,P2
CS7789,3/1/2015,12,553,P2
CS7790,8/17/2014,13,413,P2
CS7791,3/16/2015,12,562,P2
CS7792,1/3/2015,11,491,P2
CS7793,2/21/2015,12,454,P2
CS7794,3/16/2015,15,535,P2
CS7795,9/2/2014,11,393,P2
CS7796,1/31/2015,14,557,P2
CS7797,6/22/2014,14,731,P2
CS7798,4/27/2014,12,439,P2
CS7799,2/3/2015,11,483,P2
CS7800,9/21/2014,11,491,P2
CS7801,11/24/2014,11,546,P2
CS7802,2/24/2015,20,855,P2
CS7803,9/29/2014,11,624,P2
CS7804,2/5/2015,16,737,P2
CS7805,2/20/2015,21,903,P2
CS7806,11/25/2014,11,443,P2
CS7807,1/24/2015,21,1017,P0
CS7808,12/16/2014,10,437,P2
CS7809,2/16/2015,14,563,P2
CS7810,2/2/2015,10,462,P2
CS7811,2/28/2015,13,578,P2
CS7812,2/23/2015,19,815,P2
CS7813,11/21/2014,17,707,P2
CS7814,10/30/2014,14,787,P2
CS7815,2/5/2015,8,366,P2
CS7816,2/9/2015,13,510,P2
CS7817,12/28/2014,14,711,P2
CS7818,2/25/2015,13,375,P2
CS7819,2/7/2015,20,824,P2
CS7820,1/31/2015,18,783,P2
CS7821,8/1/2014,9,497,P2
CS7822,7/8/2014,5,277,P2
CS7823,2/4/2015,13,600,P2
CS7824,3/8/2015,10,412,P2
CS7825,3/3/2015,18,1016,P0
CS7826,1/3/2015,10,445,P2
CS7827,3/4/2015,14,517,P2
CS7828,9/28/2014,11,590,P2
CS7829,11/30/2014,12,565,P2
CS7830,12/8/2014,8,406,P2
CS7831,3/2/2015,22,981,P2
CS7832,12/3/2014,20,905,P2
CS7833,1/8/2015,8,325,P2
CS7834,11/4/2013,8,362,P2
CS7835,2/3/2015,15,622,P2
CS7836,6/26/2014,17,927,P2
CS7837,2/2/2015,16,940,P2
CS7838,3/6/2015,15,580,P2
CS7839,4/2/2014,11,492,P2
CS7840,2/4/2015,10,528,P2
CS7841,3/3/2015,10,412,P2
CS7842,2/20/2015,12,565,P2
CS7843,1/19/2015,11,497,P2
CS7844,2/26/2015,14,603,P2
CS7845,7/20/2014,9,422,P2
CS7846,9/30/2014,21,924,P2
CS7847,1/25/2015,17,725,P2
CS7848,10/10/2014,11,431,P2
CS7849,3/7/2015,8,349,P2
CS7850,3/9/2015,18,665,P2
CS7851,2/14/2015,13,708,P2
CS7852,12/4/2014,9,422,P2
CS7853,1/11/2015,12,559,P2
CS7854,7/23/2014,15,534,P2
CS7855,2/10/2014,11,542,P2
CS7856,2/28/2015,5,257,P2
CS7857,3/9/2015,22,996,P2
CS7858,11/16/2014,18,976,P2
CS7859,12/11/2014,13,728,P2
CS7860,12/22/2014,9,406,P2
CS7861,10/10/2014,14,613,P2
CS7862,12/29/2014,16,641,P2
CS7863,1/24/2015,12,444,P2
CS7864,2/25/2015,11,445,P2
CS7865,12/10/2014,24,1069,P0
CS7866,11/23/2014,20,977,P2
CS7867,1/9/2015,17,762,P2
CS7868,1/9/2015,12,486,P2
CS7869,2/5/2015,9,370,P2
CS7870,2/1/2015,13,606,P2
CS7871,5/8/2014,10,451,P2
CS7872,2/23/2015,12,579,P2
CS7873,1/20/2015,14,662,P2
CS7874,3/2/2015,12,534,P2
CS7875,2/19/2015,14,627,P2
CS7876,2/18/2015,11,612,P2
CS7877,12/2/2014,14,629,P2
CS7878,11/12/2014,16,717,P2
CS7879,1/23/2015,14,643,P2
CS7880,10/13/2014,10,457,P2
CS7881,10/9/2014,7,274,P2
CS7882,9/23/2014,5,228,P2
CS7883,10/12/2014,9,406,P2
CS7884,2/8/2015,8,328,P2
CS7885,3/14/2015,14,630,P2
CS7886,4/16/2014,14,566,P2
CS7887,1/12/2015,15,616,P2
CS7888,4/6/2014,17,777,P2
CS7889,2/27/2015,5,198,P2
CS7890,3/3/2015,18,838,P2
CS7891,11/27/2013,6,188,P2
CS7892,1/30/2015,11,599,P2
CS7893,12/24/2014,11,494,P2
CS7894,3/3/2015,15,594,P2
CS7895,11/6/2014,13,533,P2
CS7896,7/27/2014,6,259,P2
CS7897,9/15/2014,12,544,P2
CS7898,12/16/2014,12,603,P2
CS7899,2/20/2015,6,310,P2
CS7900,11/19/2014,16,745,P2
CS7901,10/1/2014,14,557,P2
CS7902,2/13/2015,10,462,P2
CS7903,3/10/2015,18,899,P2
CS7904,11/14/2014,13,483,P2
CS7905,3/2/2015,20,821,P2
CS7906,2/12/2015,17,577,P2
CS7907,1/14/2015,14,633,P2
CS7908,12/1/2014,18,727,P2
CS7909,3/3/2015,14,738,P2
CS7910,1/1/2015,11,518,P2
CS7911,3/5/2015,16,694,P2
CS7912,11/11/2014,17,702,P2
CS7913,4/7/2014,8,369,P2
CS7914,12/20/2014,11,526,P2
CS7915,9/15/2014,5,232,P2
CS7916,3/8/2015,18,832,P2
CS7917,11/23/2014,10,333,P2
CS7918,12/17/2013,8,248,P2
CS7919,1/1/2014,14,620,P2
CS7920,12/23/2014,17,729,P2
CS7921,1/24/2015,16,687,P2
CS7922,1/24/2015,12,665,P2
CS7923,12/18/2014,22,1028,P0
CS7924,2/14/2015,19,850,P2
CS7925,11/1/2014,19,891,P2
CS7926,10/19/2014,11,417,P2
CS7927,11/25/2014,12,548,P2
CS7928,3/9/2015,9,408,P2
CS7929,11/29/2014,12,493,P2
CS7930,12/10/2014,16,713,P2
CS7931,7/1/2014,10,391,P2
CS7932,10/24/2014,15,657,P2
CS7933,1/30/2015,16,763,P2
CS7934,1/23/2015,9,327,P2
CS7935,1/31/2015,15,623,P2
CS7936,12/24/2014,10,364,P2
CS7937,11/29/2014,13,473,P2
CS7938,2/21/2015,19,670,P2
CS7939,4/2/2014,11,498,P2
CS7940,7/7/2014,17,793,P2
CS7941,3/2/2015,9,342,P2
CS7942,12/17/2014,14,544,P2
CS7943,3/10/2015,15,731,P2
CS7944,2/27/2015,15,820,P2
CS7945,12/14/2014,17,796,P2
CS7946,12/13/2014,13,614,P2
CS7947,12/18/2014,13,598,P2
CS7948,8/5/2014,12,488,P2
CS7949,12/19/2014,17,837,P2
CS7950,3/15/2015,17,824,P2
CS7951,7/2/2014,11,488,P2
CS7952,12/10/2014,11,531,P2
